id,Agent Name,Leader 1,Leader Name,Month Start Date,Location,Calls Answered,Calls Not Answered,Not Answered Rate,Met Not Answered Rate,Not Answered Percent,Calls Offered,Total Duration,Agent Avg Duration,Sentiment Score >=0,Not Answered Percent,Sentiment Score >=0,Met Sentiment Goal
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-01-01,Margaree,363.0,22.0,0.057,False,5.0,385.0,6160.0,17,0.0,5.0,0.0,False
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-02-01,Margaree,913.0,56.0,0.058,False,5.0,969.0,17442.0,19,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-03-01,Margaree,955.0,27.0,0.027,True,5.0,982.0,17676.0,19,0.0,5.0,0.0,False
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-04-01,Margaree,697.0,65.0,0.085,False,5.0,762.0,15240.0,22,0.0,5.0,0.0,False
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-05-01,Margaree,580.0,0.0,0.0,True,5.0,580.0,11600.0,20,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-06-01,Margaree,765.0,27.0,0.034,True,5.0,792.0,15840.0,21,0.0,5.0,0.0,False
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-07-01,Margaree,407.0,80.0,0.164,False,5.0,487.0,10227.0,25,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-08-01,Margaree,394.0,21.0,0.051,False,5.0,415.0,1245.0,3,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-09-01,Margaree,553.0,31.0,0.053,False,5.0,584.0,1752.0,3,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-10-01,Margaree,632.0,71.0,0.101,False,5.0,703.0,4218.0,7,0.0,5.0,0.0,False
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-11-01,Margaree,927.0,7.0,0.007,True,5.0,934.0,18680.0,20,0.0,5.0,0.0,True
8,"Tandi, Jobbings",3,"Yorke, Befroy",2021-12-01,Margaree,919.0,73.0,0.074,False,5.0,992.0,14880.0,16,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-01-01,Margaree,575.0,4.0,0.007,True,5.0,579.0,3474.0,6,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-02-01,Margaree,714.0,46.0,0.061,False,5.0,760.0,7600.0,11,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-03-01,Margaree,552.0,43.0,0.072,False,5.0,595.0,5355.0,10,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-04-01,Margaree,466.0,41.0,0.081,False,5.0,507.0,1521.0,3,0.0,5.0,0.0,True
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-05-01,Margaree,560.0,63.0,0.101,False,5.0,623.0,1869.0,3,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-06-01,Margaree,681.0,67.0,0.09,False,5.0,748.0,4488.0,7,0.0,5.0,0.0,True
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-07-01,Margaree,391.0,49.0,0.111,False,5.0,440.0,9240.0,24,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-08-01,Margaree,654.0,60.0,0.084,False,5.0,714.0,13566.0,21,0.0,5.0,0.0,True
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-09-01,Margaree,568.0,27.0,0.045,True,5.0,595.0,1785.0,3,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-10-01,Margaree,602.0,56.0,0.085,False,5.0,658.0,3948.0,7,0.0,5.0,0.0,False
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-11-01,Margaree,936.0,0.0,0.0,True,5.0,936.0,15912.0,17,0.0,5.0,0.0,True
10,"Leanora, Beaver",1,"Kylie, Howroyd",2021-12-01,Margaree,693.0,16.0,0.023,True,5.0,709.0,5672.0,8,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-01-01,Margaree,812.0,12.0,0.015,True,5.0,824.0,13184.0,16,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-02-01,Margaree,879.0,6.0,0.007,True,5.0,885.0,13275.0,15,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-03-01,Margaree,838.0,42.0,0.048,True,5.0,880.0,2640.0,3,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-04-01,Margaree,653.0,74.0,0.102,False,5.0,727.0,14540.0,22,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-05-01,Margaree,813.0,27.0,0.032,True,5.0,840.0,17640.0,22,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-06-01,Margaree,892.0,23.0,0.025,True,5.0,915.0,6405.0,7,0.0,5.0,0.0,False
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-07-01,Margaree,356.0,67.0,0.158,False,5.0,423.0,3807.0,11,0.0,5.0,0.0,False
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-08-01,Margaree,702.0,3.0,0.004,True,5.0,705.0,11985.0,17,0.0,5.0,0.0,False
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-09-01,Margaree,628.0,7.0,0.011,True,5.0,635.0,5080.0,8,0.0,5.0,0.0,True
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-10-01,Margaree,927.0,53.0,0.054,False,5.0,980.0,5880.0,6,0.0,5.0,0.0,False
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-11-01,Margaree,915.0,64.0,0.065,False,5.0,979.0,8811.0,10,0.0,5.0,0.0,False
11,"Zabrina, Cranke",1,"Kylie, Howroyd",2021-12-01,Margaree,376.0,31.0,0.076,False,5.0,407.0,4884.0,13,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-01-01,Margaree,422.0,7.0,0.016,True,5.0,429.0,4719.0,11,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-02-01,Margaree,765.0,54.0,0.066,False,5.0,819.0,9828.0,13,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-03-01,Margaree,734.0,33.0,0.043,True,5.0,767.0,10738.0,15,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-04-01,Margaree,957.0,1.0,0.001,True,5.0,958.0,7664.0,8,0.0,5.0,0.0,False
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-05-01,Margaree,702.0,87.0,0.11,False,5.0,789.0,10257.0,15,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-06-01,Margaree,773.0,71.0,0.084,False,5.0,844.0,14348.0,19,0.0,5.0,0.0,False
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-07-01,Margaree,688.0,24.0,0.034,True,5.0,712.0,7120.0,10,0.0,5.0,0.0,False
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-08-01,Margaree,524.0,54.0,0.093,False,5.0,578.0,6936.0,13,0.0,5.0,0.0,False
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-09-01,Margaree,592.0,69.0,0.104,False,5.0,661.0,12559.0,21,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-10-01,Margaree,690.0,35.0,0.048,True,5.0,725.0,13775.0,20,0.0,5.0,0.0,True
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-11-01,Margaree,645.0,76.0,0.105,False,5.0,721.0,12257.0,19,0.0,5.0,0.0,False
12,"Berny, Matysiak",1,"Kylie, Howroyd",2021-12-01,Margaree,786.0,1.0,0.001,True,5.0,787.0,2361.0,3,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-01-01,Margaree,763.0,5.0,0.007,True,5.0,768.0,11520.0,15,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-02-01,Margaree,697.0,12.0,0.017,True,5.0,709.0,3545.0,5,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-03-01,Margaree,701.0,1.0,0.001,True,5.0,702.0,5616.0,8,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-04-01,Margaree,509.0,1.0,0.002,True,5.0,510.0,7650.0,15,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-05-01,Margaree,780.0,24.0,0.03,True,5.0,804.0,9648.0,12,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-06-01,Margaree,823.0,32.0,0.037,True,5.0,855.0,7695.0,9,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-07-01,Margaree,639.0,79.0,0.11,False,5.0,718.0,6462.0,10,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-08-01,Margaree,810.0,15.0,0.018,True,5.0,825.0,9900.0,12,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-09-01,Margaree,535.0,17.0,0.031,True,5.0,552.0,5520.0,10,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-10-01,Margaree,360.0,72.0,0.167,False,5.0,432.0,7776.0,22,0.0,5.0,0.0,False
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-11-01,Margaree,630.0,37.0,0.055,False,5.0,667.0,10672.0,17,0.0,5.0,0.0,True
21,"Petronille, Gaule",2,"Madelyn, MacAne",2021-12-01,Margaree,645.0,56.0,0.08,False,5.0,701.0,3505.0,5,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-01-01,Margaree,529.0,6.0,0.011,True,5.0,535.0,9095.0,17,0.0,5.0,0.0,True
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-02-01,Margaree,650.0,29.0,0.043,True,5.0,679.0,11543.0,18,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-03-01,Margaree,414.0,2.0,0.005,True,5.0,416.0,5408.0,13,0.0,5.0,0.0,True
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-04-01,Margaree,390.0,25.0,0.06,False,5.0,415.0,4980.0,13,0.0,5.0,0.0,True
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-05-01,Margaree,487.0,21.0,0.041,True,5.0,508.0,2540.0,5,0.0,5.0,0.0,True
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-06-01,Margaree,488.0,52.0,0.096,False,5.0,540.0,11340.0,23,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-07-01,Margaree,743.0,74.0,0.091,False,5.0,817.0,11438.0,15,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-08-01,Margaree,784.0,2.0,0.003,True,5.0,786.0,12576.0,16,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-09-01,Margaree,604.0,1.0,0.002,True,5.0,605.0,9680.0,16,0.0,5.0,0.0,True
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-10-01,Margaree,576.0,66.0,0.103,False,5.0,642.0,3210.0,6,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-11-01,Margaree,488.0,42.0,0.079,False,5.0,530.0,6360.0,13,0.0,5.0,0.0,False
22,"Grace, Wyrall",1,"Kylie, Howroyd",2021-12-01,Margaree,842.0,70.0,0.077,False,5.0,912.0,18240.0,22,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-01-01,Margaree,633.0,0.0,0.0,True,5.0,633.0,6330.0,10,0.0,5.0,0.0,False
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-02-01,Margaree,469.0,39.0,0.077,False,5.0,508.0,6604.0,14,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-03-01,Margaree,885.0,0.0,0.0,True,5.0,885.0,14160.0,16,0.0,5.0,0.0,False
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-04-01,Margaree,813.0,81.0,0.091,False,5.0,894.0,8046.0,10,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-05-01,Margaree,898.0,19.0,0.021,True,5.0,917.0,11004.0,12,0.0,5.0,0.0,False
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-06-01,Margaree,590.0,65.0,0.099,False,5.0,655.0,7860.0,13,0.0,5.0,0.0,False
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-07-01,Margaree,669.0,37.0,0.052,False,5.0,706.0,10590.0,16,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-08-01,Margaree,789.0,73.0,0.085,False,5.0,862.0,2586.0,3,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-09-01,Margaree,710.0,45.0,0.06,False,5.0,755.0,15100.0,21,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-10-01,Margaree,436.0,31.0,0.066,False,5.0,467.0,2802.0,6,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-11-01,Margaree,765.0,65.0,0.078,False,5.0,830.0,12450.0,16,0.0,5.0,0.0,True
25,"Chane, Yusupov",1,"Kylie, Howroyd",2021-12-01,Margaree,712.0,63.0,0.081,False,5.0,775.0,10075.0,14,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-01-01,Margaree,466.0,20.0,0.041,True,5.0,486.0,4860.0,10,0.0,5.0,0.0,True
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-02-01,Margaree,664.0,49.0,0.069,False,5.0,713.0,12121.0,18,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-03-01,Margaree,995.0,6.0,0.006,True,5.0,1001.0,3003.0,3,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-04-01,Margaree,806.0,60.0,0.069,False,5.0,866.0,10392.0,13,0.0,5.0,0.0,True
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-05-01,Margaree,830.0,10.0,0.012,True,5.0,840.0,15120.0,18,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-06-01,Margaree,710.0,25.0,0.034,True,5.0,735.0,4410.0,6,0.0,5.0,0.0,True
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-07-01,Margaree,905.0,81.0,0.082,False,5.0,986.0,11832.0,13,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-08-01,Margaree,562.0,21.0,0.036,True,5.0,583.0,8162.0,15,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-09-01,Margaree,778.0,87.0,0.101,False,5.0,865.0,13840.0,18,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-10-01,Margaree,806.0,13.0,0.016,True,5.0,819.0,9009.0,11,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-11-01,Margaree,709.0,5.0,0.007,True,5.0,714.0,4284.0,6,0.0,5.0,0.0,False
29,"Ric, Ludgate",2,"Madelyn, MacAne",2021-12-01,Margaree,410.0,16.0,0.038,True,5.0,426.0,4686.0,11,0.0,5.0,0.0,True
31,"Elyse, York",3,"Yorke, Befroy",2021-01-01,Margaree,693.0,25.0,0.035,True,5.0,718.0,7180.0,10,0.0,5.0,0.0,True
31,"Elyse, York",3,"Yorke, Befroy",2021-02-01,Margaree,492.0,29.0,0.056,False,5.0,521.0,2605.0,5,0.0,5.0,0.0,True
31,"Elyse, York",3,"Yorke, Befroy",2021-03-01,Margaree,375.0,84.0,0.183,False,5.0,459.0,5967.0,16,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-04-01,Margaree,416.0,39.0,0.086,False,5.0,455.0,9555.0,23,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-05-01,Margaree,450.0,68.0,0.131,False,5.0,518.0,3108.0,7,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-06-01,Margaree,852.0,46.0,0.051,False,5.0,898.0,8980.0,11,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-07-01,Margaree,626.0,61.0,0.089,False,5.0,687.0,9618.0,15,0.0,5.0,0.0,True
31,"Elyse, York",3,"Yorke, Befroy",2021-08-01,Margaree,709.0,13.0,0.018,True,5.0,722.0,14440.0,20,0.0,5.0,0.0,True
31,"Elyse, York",3,"Yorke, Befroy",2021-09-01,Margaree,545.0,56.0,0.093,False,5.0,601.0,7212.0,13,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-10-01,Margaree,441.0,51.0,0.104,False,5.0,492.0,8364.0,19,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-11-01,Margaree,550.0,36.0,0.061,False,5.0,586.0,4102.0,7,0.0,5.0,0.0,False
31,"Elyse, York",3,"Yorke, Befroy",2021-12-01,Margaree,730.0,15.0,0.02,True,5.0,745.0,14155.0,19,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-01-01,Margaree,642.0,18.0,0.027,True,5.0,660.0,7260.0,11,0.0,5.0,0.0,False
32,"Clo, Elstone",3,"Yorke, Befroy",2021-02-01,Margaree,750.0,7.0,0.009,True,5.0,757.0,11355.0,15,0.0,5.0,0.0,False
32,"Clo, Elstone",3,"Yorke, Befroy",2021-03-01,Margaree,676.0,29.0,0.041,True,5.0,705.0,11280.0,17,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-04-01,Margaree,528.0,85.0,0.139,False,5.0,613.0,7356.0,14,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-05-01,Margaree,646.0,19.0,0.029,True,5.0,665.0,13300.0,21,0.0,5.0,0.0,False
32,"Clo, Elstone",3,"Yorke, Befroy",2021-06-01,Margaree,408.0,14.0,0.033,True,5.0,422.0,6330.0,16,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-07-01,Margaree,513.0,1.0,0.002,True,5.0,514.0,10794.0,21,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-08-01,Margaree,502.0,16.0,0.031,True,5.0,518.0,6216.0,12,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-09-01,Margaree,423.0,0.0,0.0,True,5.0,423.0,6345.0,15,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-10-01,Margaree,488.0,85.0,0.148,False,5.0,573.0,4584.0,9,0.0,5.0,0.0,False
32,"Clo, Elstone",3,"Yorke, Befroy",2021-11-01,Margaree,874.0,12.0,0.014,True,5.0,886.0,3544.0,4,0.0,5.0,0.0,True
32,"Clo, Elstone",3,"Yorke, Befroy",2021-12-01,Margaree,760.0,13.0,0.017,True,5.0,773.0,2319.0,3,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-01-01,Margaree,832.0,9.0,0.011,True,5.0,841.0,5046.0,6,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-02-01,Margaree,460.0,10.0,0.021,True,5.0,470.0,5640.0,12,0.0,5.0,0.0,False
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-03-01,Margaree,681.0,11.0,0.016,True,5.0,692.0,2768.0,4,0.0,5.0,0.0,False
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-04-01,Margaree,700.0,73.0,0.094,False,5.0,773.0,6957.0,10,0.0,5.0,0.0,False
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-05-01,Margaree,807.0,25.0,0.03,True,5.0,832.0,6656.0,8,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-06-01,Margaree,839.0,48.0,0.054,False,5.0,887.0,15966.0,19,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-07-01,Margaree,648.0,71.0,0.099,False,5.0,719.0,14380.0,22,0.0,5.0,0.0,False
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-08-01,Margaree,718.0,82.0,0.102,False,5.0,800.0,16000.0,22,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-09-01,Margaree,482.0,14.0,0.028,True,5.0,496.0,9920.0,21,0.0,5.0,0.0,False
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-10-01,Margaree,757.0,31.0,0.039,True,5.0,788.0,11820.0,16,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-11-01,Margaree,358.0,59.0,0.141,False,5.0,417.0,5421.0,15,0.0,5.0,0.0,True
35,"Ninette, McCarty",3,"Yorke, Befroy",2021-12-01,Margaree,694.0,84.0,0.108,False,5.0,778.0,6224.0,9,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-01-01,Margaree,588.0,3.0,0.005,True,5.0,591.0,5319.0,9,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-02-01,Margaree,552.0,47.0,0.078,False,5.0,599.0,8386.0,15,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-03-01,Margaree,650.0,46.0,0.066,False,5.0,696.0,6960.0,11,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-04-01,Margaree,520.0,41.0,0.073,False,5.0,561.0,4488.0,9,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-05-01,Margaree,420.0,65.0,0.134,False,5.0,485.0,8730.0,21,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-06-01,Margaree,789.0,33.0,0.04,True,5.0,822.0,14796.0,19,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-07-01,Margaree,732.0,1.0,0.001,True,5.0,733.0,2932.0,4,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-08-01,Margaree,740.0,46.0,0.059,False,5.0,786.0,3144.0,4,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-09-01,Margaree,919.0,65.0,0.066,False,5.0,984.0,6888.0,7,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-10-01,Margaree,616.0,38.0,0.058,False,5.0,654.0,2616.0,4,0.0,5.0,0.0,True
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-11-01,Margaree,832.0,37.0,0.043,True,5.0,869.0,9559.0,11,0.0,5.0,0.0,False
36,"Gregory, Janusik",3,"Yorke, Befroy",2021-12-01,Margaree,454.0,60.0,0.117,False,5.0,514.0,5654.0,12,0.0,5.0,0.0,True
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-01-01,Margaree,438.0,5.0,0.011,True,5.0,443.0,4873.0,11,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-02-01,Margaree,806.0,57.0,0.066,False,5.0,863.0,5178.0,6,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-03-01,Margaree,402.0,44.0,0.099,False,5.0,446.0,5798.0,14,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-04-01,Margaree,555.0,43.0,0.072,False,5.0,598.0,4784.0,9,0.0,5.0,0.0,True
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-05-01,Margaree,475.0,20.0,0.04,True,5.0,495.0,3960.0,8,0.0,5.0,0.0,True
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-06-01,Margaree,658.0,12.0,0.018,True,5.0,670.0,11390.0,17,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-07-01,Margaree,397.0,27.0,0.064,False,5.0,424.0,8904.0,22,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-08-01,Margaree,445.0,69.0,0.134,False,5.0,514.0,2570.0,6,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-09-01,Margaree,702.0,36.0,0.049,True,5.0,738.0,5166.0,7,0.0,5.0,0.0,True
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-10-01,Margaree,532.0,83.0,0.135,False,5.0,615.0,3690.0,7,0.0,5.0,0.0,True
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-11-01,Margaree,680.0,84.0,0.11,False,5.0,764.0,8404.0,12,0.0,5.0,0.0,False
42,"Petra, Mattusov",2,"Madelyn, MacAne",2021-12-01,Margaree,949.0,17.0,0.018,True,5.0,966.0,13524.0,14,0.0,5.0,0.0,False
